job_title_short,job_title,job_location,job_via,job_schedule_type,job_work_from_home,search_location,job_posted_date,job_no_degree_mention,job_health_insurance,job_country,salary_rate,salary_year_avg,salary_hour_avg,company_name,job_skills,job_type_skills
Data Analyst,Data Analyst,Luxembourg,via BeBee Luxembourg,Full-time,False,Luxembourg,2023-05-29 13:37:00,False,False,Luxembourg,,,,Dennemeyer,"['sql', 'python', 'r', 'sql server', 'azure', 'power bi', 'git']","{'analyst_tools': ['power bi'], 'cloud': ['azure'], 'databases': ['sql server'], 'other': ['git'], 'programming': ['sql', 'python', 'r']}"
Data Engineer,Data Engineer III-Data infrastructure - Now Hiring,"Mansfield, MA",via Snagajob,Full-time,False,"New York, United States",2023-07-12 13:05:46,False,True,United States,,,,FM Global,"['sql', 'c#', 'sql server', 'azure', 'ssis', 'power bi', 'dax', 'flow']","{'analyst_tools': ['ssis', 'power bi', 'dax'], 'cloud': ['azure'], 'databases': ['sql server'], 'other': ['flow'], 'programming': ['sql', 'c#']}"
Data Analyst,"Statistical Healthcare Data Analyst, Policy Reporter ( Remote, Canada)",Anywhere,via LinkedIn,Full-time,True,Canada,2023-07-07 13:12:09,False,False,Canada,,,,Policy Reporter,['r'],{'programming': ['r']}
Data Engineer,Data Engineer con Python,Spain,via LinkedIn,Full-time,False,Spain,2023-01-20 14:12:16,True,False,Spain,,,,Keyrus,['python'],{'programming': ['python']}
Data Engineer,Lead Data Engineer (Blockchain Exchange),Anywhere,via LinkedIn,Full-time,True,"New York, United States",2023-11-05 13:03:17,False,True,United States,,,,CryptoRecruit,"['sql', 'mongo', 'python', 'solidity', 'elasticsearch', 'redis', 'cassandra', 'hadoop', 'git', 'gitlab']","{'databases': ['elasticsearch', 'redis', 'cassandra'], 'libraries': ['hadoop'], 'other': ['git', 'gitlab'], 'programming': ['sql', 'mongo', 'python', 'solidity']}"
Data Engineer,Intern Data Preparation Automation and AI (m/f/d)*,"Munich, Germany",via XING,Internship,False,Germany,2023-10-20 13:18:58,False,False,Germany,,,,Munich Re,"['python', 'sql', 'r', 'git']","{'other': ['git'], 'programming': ['python', 'sql', 'r']}"
Data Engineer,Data Engineer,Saudi Arabia,via Qureos,Full-time,False,Saudi Arabia,2023-11-07 13:34:28,True,False,Saudi Arabia,,,,AECOM,,
Data Analyst,Financial Systems – Business Analyst/ Data Analyst,"New York, NY",via Redstream Technology,Full-time,False,"New York, United States",2023-06-25 13:00:01,False,False,United States,,,,RedStream Technology,"['sql', 'excel', 'visio', 'powerpoint', 'word']","{'analyst_tools': ['excel', 'visio', 'powerpoint', 'word'], 'programming': ['sql']}"
Data Analyst,Volume Forecast Data Analyst,"Rotterdam, Netherlands",via WIZBII Jobs,Full-time,False,Netherlands,2023-01-16 14:04:10,True,False,Netherlands,,,,Unilever,['tableau'],{'analyst_tools': ['tableau']}
Senior Data Engineer,Senior Data Engineer für die Dateninfrastruktur,"Berlin, Germany",via BeBee,Full-time,False,Germany,2023-10-28 13:11:53,False,False,Germany,,,,Workwise GmbH,"['python', 'sql', 'aws', 'kubernetes', 'terraform']","{'cloud': ['aws'], 'other': ['kubernetes', 'terraform'], 'programming': ['python', 'sql']}"
Senior Data Engineer,Senior Data Engineer,"North Druid Hills, GA",via Dice.com,Contractor,False,Georgia,2023-05-12 14:33:34,False,False,United States,,,,Kanini,"['sql', 'python', 'mysql', 'postgresql', 'sql server', 'snowflake', 'aws', 'git', 'jira']","{'async': ['jira'], 'cloud': ['snowflake', 'aws'], 'databases': ['mysql', 'postgresql', 'sql server'], 'other': ['git'], 'programming': ['sql', 'python']}"
Senior Data Scientist,Senior Clinical Data Scientist with focus on Statistical Programming,Anywhere,via ZipRecruiter,Full-time,True,"New York, United States",2023-07-14 13:03:07,False,False,United States,,,,"Boehringer Ingelheim Pharmaceuticals, Inc","['sas', 'sas', 'r']","{'analyst_tools': ['sas'], 'programming': ['sas', 'r']}"
Data Analyst,Lead Data Analyst PjM4 (Government),"Aberdeen, MD",via JobsVision,Full-time,False,"New York, United States",2023-04-14 13:00:48,False,True,United States,,,,AT&T,['splunk'],{'analyst_tools': ['splunk']}
Data Scientist,Científico de Datos LLM,Anywhere,via LinkedIn,Full-time,True,Argentina,2023-10-08 13:46:02,False,False,Argentina,,,,Turing,,
Data Scientist,Data Science Specialist,"Santiago, Chile",via Trabajo.org,Full-time,False,Chile,2023-01-29 13:25:16,False,False,Chile,,,,BairesDev,,
Data Engineer,data engineer,Luxembourg,via BeBee Luxembourg,Full-time,False,Luxembourg,2023-05-25 13:51:51,False,False,Luxembourg,,,,ArcelorMittal,"['vba', 'python', 'hadoop', 'kafka', 'power bi', 'sap']","{'analyst_tools': ['power bi', 'sap'], 'libraries': ['hadoop', 'kafka'], 'programming': ['vba', 'python']}"
Data Scientist,Power BI Data Analytics & Data Scientist,"Maharashtra, India",via Shine,Full-time,False,India,2023-11-11 13:10:08,False,False,India,,,,Emerson,['power bi'],{'analyst_tools': ['power bi']}
Data Engineer,Data Engineers,"Phoenix, AZ",via ZipRecruiter,Full-time,False,Georgia,2023-10-17 13:42:43,False,True,United States,,,,American Express,"['nosql', 'cassandra', 'couchbase', 'express', 'phoenix', 'redhat', 'linux', 'git', 'jira']","{'async': ['jira'], 'databases': ['cassandra', 'couchbase'], 'os': ['redhat', 'linux'], 'other': ['git'], 'programming': ['nosql'], 'webframeworks': ['express', 'phoenix']}"
Data Engineer,Senior Associate Data Engineering - Remote | WFH,Anywhere,via LinkedIn,Full-time,True,"Florida, United States",2023-09-05 13:09:33,False,False,United States,,,,Get It Recruit - Information Technology,"['nosql', 'sql', 'python', 'java', 'javascript', 'scala', 'azure', 'aws', 'spark', 'pyspark', 'terraform']","{'cloud': ['azure', 'aws'], 'libraries': ['spark', 'pyspark'], 'other': ['terraform'], 'programming': ['nosql', 'sql', 'python', 'java', 'javascript', 'scala']}"
Data Scientist,Data Scientist,Anywhere,via LinkedIn,Full-time,True,Turkey,2023-12-21 13:34:40,False,False,Turkey,,,,Nesine.com,"['python', 'sql', 'nosql', 'elasticsearch', 'hadoop', 'spark', 'kafka', 'numpy', 'scikit-learn', 'keras', 'tensorflow', 'pytorch', 'tableau']","{'analyst_tools': ['tableau'], 'databases': ['elasticsearch'], 'libraries': ['hadoop', 'spark', 'kafka', 'numpy', 'scikit-learn', 'keras', 'tensorflow', 'pytorch'], 'programming': ['python', 'sql', 'nosql']}"
Data Analyst,Medical Data Analyst,"St. Louis, MO",via BeBee,Full-time,False,"Illinois, United States",2023-11-30 13:02:00,True,False,United States,,,,Accounting Career Consultants,"['sql', 'excel', 'alteryx', 'power bi']","{'analyst_tools': ['excel', 'alteryx', 'power bi'], 'programming': ['sql']}"
Data Analyst,Data Analyst,Singapore,via Singapore | JobsDB,Full-time,False,Singapore,2023-10-11 13:17:59,True,False,Singapore,,,,SATS,"['sql', 'nosql', 'azure', 'power bi']","{'analyst_tools': ['power bi'], 'cloud': ['azure'], 'programming': ['sql', 'nosql']}"
Data Engineer,Data Quality Engineer,Colombia,via BeBee,Full-time,False,Colombia,2023-09-08 14:25:11,False,False,Colombia,,,,N-Ix,"['sql', 'python', 'gcp', 'flow']","{'cloud': ['gcp'], 'other': ['flow'], 'programming': ['sql', 'python']}"
Data Engineer,Data Engineer H/F,France,via LinkedIn,Full-time,False,France,2023-02-16 13:16:45,False,False,France,,,,LAB 5COM,"['python', 'r', 'php', 'javascript', 'typescript', 'java', 'c', 'swift', 'kotlin', 'hadoop', 'spark', 'react', 'spring', 'ionic', 'symfony', 'angular', 'qlik', 'tableau', 'yarn']","{'analyst_tools': ['qlik', 'tableau'], 'libraries': ['hadoop', 'spark', 'react', 'spring', 'ionic'], 'other': ['yarn'], 'programming': ['python', 'r', 'php', 'javascript', 'typescript', 'java', 'c', 'swift', 'kotlin'], 'webframeworks': ['symfony', 'angular']}"
Data Engineer,Data Engineer,"San Jose, CA",via BeBee,Full-time,False,Sudan,2023-09-29 13:18:33,False,False,Sudan,,,,Xoriant,"['sql', 'spark', 'tableau']","{'analyst_tools': ['tableau'], 'libraries': ['spark'], 'programming': ['sql']}"
Data Engineer,Data Engineer,"Dallas, TX",via LinkedIn,Full-time,False,Sudan,2023-11-21 14:43:24,True,False,Sudan,,,,TechBlocks,"['python', 'java', 'sql', 'gcp', 'bigquery', 'airflow']","{'cloud': ['gcp', 'bigquery'], 'libraries': ['airflow'], 'programming': ['python', 'java', 'sql']}"
Business Analyst,Operations Analyst,"Panama City, Panama",via Remote Talent Latam,Full-time,False,Panama,2023-07-20 14:24:01,False,False,Panama,,,,Remote Talent LATAM,,
Data Analyst,Junior Data Analyst,"Amsterdam, Netherlands",via LinkedIn,Full-time,False,Netherlands,2023-01-05 13:36:28,True,False,Netherlands,,,,Levy Professionals,"['sql', 'sql server', 'excel']","{'analyst_tools': ['excel'], 'databases': ['sql server'], 'programming': ['sql']}"
Data Engineer,Data Engineer Confirmé.e,"Suresnes, France",via Welcome To The Jungle,Full-time,False,France,2023-01-16 13:53:08,False,False,France,,,,Citron®,,
Data Analyst,Analyste de données (Power BI),France,via LinkedIn,Full-time,False,France,2023-11-14 13:37:40,False,False,France,,,,PRO ADVICE,"['sql', 'power bi', 'dax']","{'analyst_tools': ['power bi', 'dax'], 'programming': ['sql']}"
Data Engineer,Data Engineer,Anywhere,via Upwork,Contractor and Temp work,True,Georgia,2023-11-26 13:54:45,True,False,United States,hour,,88.0,Upwork,"['sql', 'python', 'java', 'mysql', 'postgresql', 'aws', 'gcp', 'airflow']","{'cloud': ['aws', 'gcp'], 'databases': ['mysql', 'postgresql'], 'libraries': ['airflow'], 'programming': ['sql', 'python', 'java']}"
Data Scientist,Data Scientist,"Lewisville, TX",via LinkedIn,Contractor,False,Sudan,2023-06-09 13:39:39,False,True,Sudan,,,,Kforce Inc,"['sql', 'python', 'sas', 'sas', 'r', 'matlab', 'snowflake']","{'analyst_tools': ['sas'], 'cloud': ['snowflake'], 'programming': ['sql', 'python', 'sas', 'r', 'matlab']}"
Machine Learning Engineer,Machine Learning Engineer,"Abuja, Nigeria",via LinkedIn Nigeria,Full-time,False,Nigeria,2023-11-08 13:50:20,False,False,Nigeria,,,,UNICCON Group of Companies,"['python', 'c++', 'pytorch', 'tensorflow', 'nltk', 'docker', 'kubernetes']","{'libraries': ['pytorch', 'tensorflow', 'nltk'], 'other': ['docker', 'kubernetes'], 'programming': ['python', 'c++']}"
Data Analyst,Data Analyst,"Cape Town, South Africa",via Indeed,Full-time,False,South Africa,2023-09-06 13:08:51,True,False,South Africa,,,,Mass Staffing Projects,['sql'],{'programming': ['sql']}
Data Scientist,Senior Bioinformatics Research Scientist- Data Scientist,"Brighton, TN",via Work RN,Full-time,False,Georgia,2023-11-20 13:40:09,False,False,United States,year,103128.0,,St. Jude Children's Research Hospital,"['r', 'electron']","{'libraries': ['electron'], 'programming': ['r']}"
Data Engineer,Data Engineer,"Barcelona, Spain",via BeBee,Full-time,False,Spain,2023-02-26 13:10:34,True,False,Spain,,,,Michael Page,"['python', 'sql', 'postgresql', 'gcp', 'aws', 'linux']","{'cloud': ['gcp', 'aws'], 'databases': ['postgresql'], 'os': ['linux'], 'programming': ['python', 'sql']}"
Senior Data Engineer,Senior Data Engineer - Data Insights,Anywhere,via LinkedIn,Full-time,True,Canada,2023-09-24 13:10:14,False,False,Canada,,,,Cloudbeds,"['python', 'sql', 'java', 'aws', 'hadoop', 'spark', 'kafka', 'gdpr', 'yarn', 'docker', 'kubernetes', 'github']","{'cloud': ['aws'], 'libraries': ['hadoop', 'spark', 'kafka', 'gdpr'], 'other': ['yarn', 'docker', 'kubernetes', 'github'], 'programming': ['python', 'sql', 'java']}"
Data Scientist,Data Scientist Technology Risk (w/m/d),"Munich, Germany",via WJHL Jobs,Full-time,False,Germany,2023-03-23 13:18:48,False,False,Germany,,,,Ernst & Young GmbH,"['excel', 'powerpoint', 'outlook', 'word']","{'analyst_tools': ['excel', 'powerpoint', 'outlook', 'word']}"
Data Scientist,Sr. Data Scientist,"Dallas, TX",via BeBee,Full-time,False,"Texas, United States",2023-05-11 13:06:34,False,True,United States,,,,McKesson,"['python', 'azure', 'databricks', 'pyspark', 'pandas', 'hadoop', 'spark', 'nltk']","{'cloud': ['azure', 'databricks'], 'libraries': ['pyspark', 'pandas', 'hadoop', 'spark', 'nltk'], 'programming': ['python']}"
Data Scientist,Data Scientist (m/w/d),"Frankfurt, Germany",via Stepstone,Full-time,False,Germany,2023-08-02 13:45:41,False,False,Germany,,,,Deutsche Bundesbank,"['python', 'r', 'java', 'sql', 'azure', 'aws']","{'cloud': ['azure', 'aws'], 'programming': ['python', 'r', 'java', 'sql']}"
Machine Learning Engineer,"Senior Machine Learning Engineer AI, Analytics & Data","Stockholm, Sweden",via SmartRecruiters Job Search,Full-time,False,Sweden,2023-10-20 13:28:11,False,False,Sweden,,,,H&M Group,"['python', 'java', 'go', 'gcp', 'gdpr']","{'cloud': ['gcp'], 'libraries': ['gdpr'], 'programming': ['python', 'java', 'go']}"
Senior Data Engineer,Senior Engineer- MS,"Madrid, Spain",via BeBee,Full-time,False,Spain,2023-02-08 21:45:53,False,False,Spain,,,,NTT,['outlook'],{'analyst_tools': ['outlook']}
Data Scientist,Chatbot Data Scientist,Anywhere,via LinkedIn,Full-time,True,"Illinois, United States",2023-06-05 13:05:42,False,True,United States,,,,Futuri,"['python', 'javascript', 'nosql', 'mysql', 'aws', 'excel', 'git']","{'analyst_tools': ['excel'], 'cloud': ['aws'], 'databases': ['mysql'], 'other': ['git'], 'programming': ['python', 'javascript', 'nosql']}"
Data Engineer,Data Engineer - REMOTE,Anywhere,via LinkedIn,Contractor,True,"New York, United States",2023-11-07 13:04:52,False,False,United States,,,,Sierra Solutions,"['python', 'sql', 'nosql', 'hadoop', 'spark', 'kafka', 'tensorflow', 'pytorch']","{'libraries': ['hadoop', 'spark', 'kafka', 'tensorflow', 'pytorch'], 'programming': ['python', 'sql', 'nosql']}"
Software Engineer,Senior Developer,"Wellington, New Zealand",via Jobs Trabajo.org,Full-time,False,New Zealand,2023-10-27 13:52:02,True,False,New Zealand,,,,New Zealand Government,"['python', 'ruby', 'ruby', 'sql', 'postgresql', 'redshift']","{'cloud': ['redshift'], 'databases': ['postgresql'], 'programming': ['python', 'ruby', 'sql'], 'webframeworks': ['ruby']}"
Data Analyst,Database Marketing Campaign Analyst,"Hyderabad, Telangana, India",via LinkedIn,Full-time,False,India,2023-08-24 13:29:25,False,False,India,,,,NeerInfo Solutions,"['sql', 'oracle', 'tableau', 'power bi']","{'analyst_tools': ['tableau', 'power bi'], 'cloud': ['oracle'], 'programming': ['sql']}"
Data Engineer,Data Engineer,Anywhere,via LinkedIn,Full-time,True,United Kingdom,2023-01-26 13:18:32,False,False,United Kingdom,,,,City Electrical Factors,"['sql', 'python', 'sql server', 'aws', 'redshift', 'ssis']","{'analyst_tools': ['ssis'], 'cloud': ['aws', 'redshift'], 'databases': ['sql server'], 'programming': ['sql', 'python']}"
Data Scientist,Mid level Data Scientist,Anywhere,via LinkedIn,Full-time,True,Canada,2023-12-06 13:10:31,False,False,Canada,,,,HireMeFast LLC - Career Accelerator - Land A Job,"['python', 'r', 'sql', 'gcp', 'aws']","{'cloud': ['gcp', 'aws'], 'programming': ['python', 'r', 'sql']}"
Data Analyst,Education Data Analyst (ESC),"Malden, MA",via ZipRecruiter,Full-time,False,"New York, United States",2023-08-05 13:17:05,False,True,United States,,,,General Court of the Commonwealth of Massachusetts,"['powerpoint', 'excel', 'word', 'spss']","{'analyst_tools': ['powerpoint', 'excel', 'word', 'spss']}"
Senior Data Analyst,Senior Data Analyst,"Scotland, UK",via CWJobs,Full-time,False,United Kingdom,2023-06-28 14:00:22,True,False,United Kingdom,,,,H M Revenue & Customs (HMRC),"['sas', 'sas']","{'analyst_tools': ['sas'], 'programming': ['sas']}"
Data Analyst,Data Analyst SCM (w/m/x),"Wels, Austria",via XING,Full-time,False,Austria,2023-01-24 13:45:39,False,False,Austria,,,,epunkt,"['matlab', 'sql', 'sap']","{'analyst_tools': ['sap'], 'programming': ['matlab', 'sql']}"
Senior Data Engineer,Senior Data Engineer,"Warwickshire, UK",via ComputerJobs,Contractor,False,United Kingdom,2023-08-01 13:23:13,True,False,United Kingdom,,,,Pontoon,"['sql', 'snowflake', 'sap']","{'analyst_tools': ['sap'], 'cloud': ['snowflake'], 'programming': ['sql']}"
Data Engineer,Інженер з договірної роботи,"Dnipro, Dnipropetrovsk Oblast, Ukraine",via RABOTA.ua,Full-time,False,Ukraine,2023-01-24 13:51:43,True,False,Ukraine,,,,Vodafone Україна,,
Senior Data Scientist,Senior Data Scientist,"Amman, Jordan",via LinkedIn الأردن,Full-time,False,Jordan,2023-04-26 14:44:53,False,False,Jordan,,,,DESAISIV,"['python', 'r', 'scala', 'aws', 'azure', 'pandas', 'matplotlib']","{'cloud': ['aws', 'azure'], 'libraries': ['pandas', 'matplotlib'], 'programming': ['python', 'r', 'scala']}"
Senior Data Scientist,"Senior Data Scientist, Marketing","Amsterdam, Netherlands",via LinkedIn,Full-time,False,Netherlands,2023-01-21 13:34:52,False,False,Netherlands,,,,Vinted,"['python', 'r', 'sql', 'looker', 'tableau']","{'analyst_tools': ['looker', 'tableau'], 'programming': ['python', 'r', 'sql']}"
Data Engineer,Data Engineer,"Denver, CO",via Trabajo.org,Full-time,False,Sudan,2023-09-04 13:32:08,False,False,Sudan,,,,CyberCoders,"['sql', 'python', 'hadoop', 'spark']","{'libraries': ['hadoop', 'spark'], 'programming': ['sql', 'python']}"
Data Engineer,Data Engineer Intern,"Chicago, IL",via Adzuna,Full-time,False,Sudan,2023-02-24 13:52:18,False,False,Sudan,,,,TTX Company,"['sql', 'python', 'azure', 'ssis', 'tableau', 'power bi']","{'analyst_tools': ['ssis', 'tableau', 'power bi'], 'cloud': ['azure'], 'programming': ['sql', 'python']}"
Data Scientist,Data Scientist - Autonomy Dependability,"Porton Down, Salisbury, UK",via WJHL Jobs,Full-time,False,United Kingdom,2023-07-20 13:15:45,False,False,United Kingdom,,,,DEFENCE SCIENCE AND TECHNOLOGY LABORATORY,,
Data Scientist,"Data Scientist, Liquidity Management",Anywhere,via Jobgether,Full-time,True,Sudan,2023-07-24 13:36:06,False,False,Sudan,,,,Stripe,"['sql', 'r', 'python', 'matlab', 'c++', 'spark']","{'libraries': ['spark'], 'programming': ['sql', 'r', 'python', 'matlab', 'c++']}"
Data Engineer,Data Engineer,"Barueri, State of São Paulo, Brazil",via BeBee,Full-time,False,Brazil,2023-02-09 13:34:09,False,False,Brazil,,,,Decision Group,"['nosql', 'java', 'python', 'scala', 'sql', 'aws', 'spark', 'hadoop', 'gitlab']","{'cloud': ['aws'], 'libraries': ['spark', 'hadoop'], 'other': ['gitlab'], 'programming': ['nosql', 'java', 'python', 'scala', 'sql']}"
Data Scientist,Data Scientist 3 (8783) Jobs,"Fort Meade, MD",via Clearance Jobs,Full-time,False,"New York, United States",2023-03-28 13:06:10,False,False,United States,,,,HII Mission Technologies,['go'],{'programming': ['go']}
Data Engineer,Data Engineer (DWH Arch),Anywhere,via hh.ru,Full-time,True,Russia,2023-12-27 13:38:19,True,False,Russia,,,,ФЛАУВАУ,"['python', 'go', 'sql', 'airflow', 'kafka', 'spark', 'vue', 'git', 'kubernetes', 'docker', 'jira']","{'async': ['jira'], 'libraries': ['airflow', 'kafka', 'spark'], 'other': ['git', 'kubernetes', 'docker'], 'programming': ['python', 'go', 'sql'], 'webframeworks': ['vue']}"
Data Analyst,Lead Data Analyst,"Westborough, MA",via WANE Jobs,Full-time,False,"New York, United States",2023-02-17 13:00:18,False,False,United States,,,,Intelletec,,
Data Scientist,Data Scientist,"Washington, DC",via BeBee,Full-time,False,Georgia,2023-11-04 14:10:33,False,False,United States,,,,SoKat,"['python', 'sql', 'aws']","{'cloud': ['aws'], 'programming': ['python', 'sql']}"
Data Engineer,Data Engineer- (Conversion*),"Irving, TX",via LinkedIn,Full-time,False,"Texas, United States",2023-03-04 13:08:57,False,False,United States,,,,Citi,"['java', 'scala', 'sql', 'nosql', 'aws', 'gcp', 'azure', 'spark', 'kafka', 'bitbucket', 'git', 'jira']","{'async': ['jira'], 'cloud': ['aws', 'gcp', 'azure'], 'libraries': ['spark', 'kafka'], 'other': ['bitbucket', 'git'], 'programming': ['java', 'scala', 'sql', 'nosql']}"
Cloud Engineer,"Engineer – Data Center, Cloud",Abu Dhabi - United Arab Emirates,via BeBee,Full-time,False,United Arab Emirates,2023-09-20 13:21:48,False,False,United Arab Emirates,,,,Etisalat,['node'],{'webframeworks': ['node']}
Machine Learning Engineer,Lead Machine Learning Engineer,Anywhere,via LinkedIn Armenia,Full-time,True,Armenia,2023-08-10 14:14:28,False,False,Armenia,,,,EPAM Systems,"['python', 'sql', 'gcp', 'aws', 'azure', 'spark', 'jenkins', 'docker', 'kubernetes']","{'cloud': ['gcp', 'aws', 'azure'], 'libraries': ['spark'], 'other': ['jenkins', 'docker', 'kubernetes'], 'programming': ['python', 'sql']}"
Data Engineer,Lead Data Engineer,New York,via The Muse,Full-time,False,"Texas, United States",2023-10-24 13:07:59,False,False,United States,,,,Northwell Health,"['nosql', 'sql', 'javascript', 'python', 'bigquery', 'gcp', 'hadoop', 'spark']","{'cloud': ['bigquery', 'gcp'], 'libraries': ['hadoop', 'spark'], 'programming': ['nosql', 'sql', 'javascript', 'python']}"
Data Engineer,GCP Data Engineer,"Bengaluru, Karnataka, India",via Indeed,Full-time,False,India,2023-09-04 13:08:51,False,False,India,,,,Virtusa,"['sql', 'python', 'perl', 'javascript', 'shell', 'gcp', 'ansible', 'terraform']","{'cloud': ['gcp'], 'other': ['ansible', 'terraform'], 'programming': ['sql', 'python', 'perl', 'javascript', 'shell']}"
Data Scientist,Data Scientist,"Woluwe-Saint-Lambert, Belgium",via BeBee Belgique,Full-time,False,Belgium,2023-10-18 13:31:38,False,False,Belgium,,,,SeGEC,,
Data Engineer,Data Engineer,"Paris, France",via BeBee,Temp work,False,France,2023-11-14 13:38:20,False,False,France,,,,Joblift,"['nosql', 'sql', 'python', 'java', 'scala', 'aws', 'azure', 'gcp', 'hadoop', 'spark', 'kafka', 'git', 'jenkins', 'ansible', 'docker', 'terraform', 'kubernetes']","{'cloud': ['aws', 'azure', 'gcp'], 'libraries': ['hadoop', 'spark', 'kafka'], 'other': ['git', 'jenkins', 'ansible', 'docker', 'terraform', 'kubernetes'], 'programming': ['nosql', 'sql', 'python', 'java', 'scala']}"
Data Analyst,Business/Data Analyst,"Hartford, CT",via Dice,Contractor,False,"New York, United States",2023-07-03 13:00:08,False,False,United States,hour,,52.5,"Vector Consulting, Inc",,
Cloud Engineer,"Lead Engineer, Building","Saint-Étienne-du-Rouvray, France",via Emplois Trabajo.org,Full-time,False,France,2023-04-29 13:19:46,False,False,France,,,,LHR Global,"['go', 'flow']","{'other': ['flow'], 'programming': ['go']}"
Data Scientist,Compensation HCM Analyst,Texas,via FOX44 News Jobs,Full-time,False,Sudan,2023-04-20 13:22:45,True,False,Sudan,,,,Flexential,['excel'],{'analyst_tools': ['excel']}
Data Engineer,"Software Engineer - Data Engineer With PL/SQL, Snowflake, Python","Bengaluru, Karnataka, India",via LinkedIn,Full-time,False,India,2023-11-21 13:13:14,False,False,India,,,,Cisco,"['python', 'snowflake', 'selenium', 'bitbucket', 'jenkins', 'git', 'jira', 'confluence']","{'async': ['jira', 'confluence'], 'cloud': ['snowflake'], 'libraries': ['selenium'], 'other': ['bitbucket', 'jenkins', 'git'], 'programming': ['python']}"
Data Engineer,Associate - Data Engineer,"Mumbai, Maharashtra, India",via TIAA Jobs,Full-time,False,India,2023-12-24 13:08:32,False,False,India,,,,Nuveen,"['shell', 'python', 'aws', 'snowflake', 'oracle', 'spark', 'pyspark', 'airflow']","{'cloud': ['aws', 'snowflake', 'oracle'], 'libraries': ['spark', 'pyspark', 'airflow'], 'programming': ['shell', 'python']}"
Data Engineer,CDI - Data Engineer (Industry) (F/H),"Bagneux, France",via Emplois Trabajo.org,Full-time,False,France,2023-03-30 13:35:01,False,False,France,,,,La Relève,"['python', 'sql', 'postgresql', 'airflow', 'fastapi', 'docker', 'git']","{'databases': ['postgresql'], 'libraries': ['airflow'], 'other': ['docker', 'git'], 'programming': ['python', 'sql'], 'webframeworks': ['fastapi']}"
Data Engineer,Big Data Engineer,Anywhere,via LinkedIn,Contractor,True,"California, United States",2023-05-25 13:06:14,False,False,United States,,,,Open Systems Inc.,"['sql', 'python', 'scala', 'nosql', 'shell', 'cassandra', 'aws', 'gcp', 'snowflake', 'kafka', 'spark', 'hadoop', 'git']","{'cloud': ['aws', 'gcp', 'snowflake'], 'databases': ['cassandra'], 'libraries': ['kafka', 'spark', 'hadoop'], 'other': ['git'], 'programming': ['sql', 'python', 'scala', 'nosql', 'shell']}"
Data Scientist,Data Scientist,"Santiago, Chile",via LinkedIn,Full-time,False,Chile,2023-05-17 13:33:57,False,False,Chile,,,,"SMU S.A. (Unimarc, M10, Alvi, y Super10)",,
Data Scientist,Marketing Data Scientist,"Taguig, Metro Manila, Philippines",via LinkedIn Philippines,,False,Philippines,2023-10-30 13:10:57,False,False,Philippines,,,,Smartly Video and Display,"['r', 'python', 'sql']","{'programming': ['r', 'python', 'sql']}"
Senior Data Engineer,Senior Data Engineers (w/m/d). Job in Berlin My Valley Jobs Today,"Berlin, Germany",via My Valley Jobs Today,Part-time,False,Germany,2023-11-25 13:13:48,False,False,Germany,,,,Bundesrechnungshof,"['sql', 'javascript', 'python', 'r']","{'programming': ['sql', 'javascript', 'python', 'r']}"
Data Engineer,Principal Data Engineer,"Santiago, Chile",via BeBee Chile,Full-time,False,Chile,2023-03-11 13:26:39,False,False,Chile,,,,McKinsey & Company,"['python', 'sql', 'scala', 'java', 'databricks', 'aws', 'gcp', 'azure', 'pyspark', 'airflow', 'docker', 'kubernetes']","{'cloud': ['databricks', 'aws', 'gcp', 'azure'], 'libraries': ['pyspark', 'airflow'], 'other': ['docker', 'kubernetes'], 'programming': ['python', 'sql', 'scala', 'java']}"
Data Scientist,"Lead Data Scientist (Bangkok based, relocation provided)","Atlanta, GA",via LinkedIn,Full-time,False,"Illinois, United States",2023-12-19 13:05:26,False,False,United States,,,,Agoda,"['sql', 'python', 'scala', 'pyspark']","{'libraries': ['pyspark'], 'programming': ['sql', 'python', 'scala']}"
Senior Data Engineer,Senior Data Engineer - Dublin - Permanent - Hybrid,"Dublin, Ireland","via SimplyHired, Ireland",Full-time,False,Ireland,2023-09-25 13:52:23,False,False,Ireland,,,,Eolas Recruitment,"['python', 'aws', 'pyspark', 'hadoop', 'spark', 'kafka', 'airflow']","{'cloud': ['aws'], 'libraries': ['pyspark', 'hadoop', 'spark', 'kafka', 'airflow'], 'programming': ['python']}"
Data Engineer,Data Engineer,"Austin, TX",via LinkedIn,Full-time,False,"New York, United States",2023-10-03 13:05:31,False,False,United States,year,185000.0,,hackajob,"['nosql', 'sql']","{'programming': ['nosql', 'sql']}"
Data Engineer,Data Science Engineer (Remote Job for Japan Company),"Karachi, Pakistan",via Indeed,Full-time,False,Pakistan,2023-03-01 13:19:38,False,False,Pakistan,,,,TouchPoint,"['java', 'scala', 'python', 'sql']","{'programming': ['java', 'scala', 'python', 'sql']}"
Senior Data Engineer,Senior Data Engineer,"Herndon, VA",via LinkedIn,Full-time,False,Georgia,2023-03-28 14:19:54,True,False,United States,,,,Idexcel,"['scala', 'python', 'java', 'aws', 'snowflake', 'spark', 'kafka', 'docker', 'ansible', 'terraform']","{'cloud': ['aws', 'snowflake'], 'libraries': ['spark', 'kafka'], 'other': ['docker', 'ansible', 'terraform'], 'programming': ['scala', 'python', 'java']}"
